org_url,project_id,project_name,pipeline_id,pipeline_name,run_count,avg_duration_seconds,total_duration_seconds
https://dev.azure.com/Supportability,54bf3fc0-bbc9-4b66-b5c0-36bdb8b2f173,SPOContentAndReadiness,253,Scheduled,3,257,773
https://dev.azure.com/Supportability,54bf3fc0-bbc9-4b66-b5c0-36bdb8b2f173,SPOContentAndReadiness,254,Continuous,3,165,495
https://dev.azure.com/Supportability,81d193b6-9379-4fc7-b5a1-837c198bb39e,AzureIoT,199,BackendService,3,585,1757
https://dev.azure.com/Supportability,81d193b6-9379-4fc7-b5a1-837c198bb39e,AzureIoT,200,Scheduled,3,159,477
https://dev.azure.com/Supportability,81d193b6-9379-4fc7-b5a1-837c198bb39e,AzureIoT,201,Continuous,3,178,534
https://dev.azure.com/Supportability,ac40d325-6ddd-4e5a-b4e8-ddd8e98d6c19,AzureGovernmentUS,40,Scheduled,3,163,489
https://dev.azure.com/Supportability,ac40d325-6ddd-4e5a-b4e8-ddd8e98d6c19,AzureGovernmentUS,39,BackendService,3,244,733
https://dev.azure.com/Supportability,940135df-fc84-4b3d-b222-9e54676444dc,AzureManagedInstanceApacheCassandra,290,BackendService,3,178,535
https://dev.azure.com/Supportability,940135df-fc84-4b3d-b222-9e54676444dc,AzureManagedInstanceApacheCassandra,291,Scheduled,3,329,987
https://dev.azure.com/Supportability,940135df-fc84-4b3d-b222-9e54676444dc,AzureManagedInstanceApacheCassandra,292,Continuous,3,184,554
https://dev.azure.com/Supportability,1889eddf-6eba-40c1-9063-c1460196210e,Office,67,BackendService,3,324,973
https://dev.azure.com/Supportability,1889eddf-6eba-40c1-9063-c1460196210e,Office,68,Scheduled,3,267,803
https://dev.azure.com/Supportability,1889eddf-6eba-40c1-9063-c1460196210e,Office,415,Continuous,3,167,503
https://dev.azure.com/Supportability,9b4341b4-f370-4efd-b44e-4f308dcaae67,Surface,91,BackendService,3,256,770
https://dev.azure.com/Supportability,9b4341b4-f370-4efd-b44e-4f308dcaae67,Surface,92,Scheduled,3,141,425
https://dev.azure.com/Supportability,4c5e8ae6-12e8-416e-a682-5a573e48d14f,PowerPlatform,350,Continuous,3,218,656
https://dev.azure.com/Supportability,4c5e8ae6-12e8-416e-a682-5a573e48d14f,PowerPlatform,348,BackendService,3,1548,4645
https://dev.azure.com/Supportability,4c5e8ae6-12e8-416e-a682-5a573e48d14f,PowerPlatform,349,Scheduled,3,754,2263
https://dev.azure.com/Supportability,4c5e8ae6-12e8-416e-a682-5a573e48d14f,PowerPlatform,371,PAD-Releases,3,163,491
https://dev.azure.com/Supportability,4c5e8ae6-12e8-416e-a682-5a573e48d14f,PowerPlatform,416,Top10 Read,27,480,12982
https://dev.azure.com/Supportability,4c5e8ae6-12e8-416e-a682-5a573e48d14f,PowerPlatform,420,Last10,26,291,7582
https://dev.azure.com/Supportability,4c5e8ae6-12e8-416e-a682-5a573e48d14f,PowerPlatform,372,Dynamics Wiki 4 Way Sync,88,653,57533
https://dev.azure.com/Supportability,870b0c89-5235-4a33-a0c6-44be26e284e7,AzureHDinsight,130,BackendService,3,797,2392
https://dev.azure.com/Supportability,11be99a2-2d90-4011-81f9-dad05881076b,Modern Workplace,461,Merge Validation,72,117,8476
https://dev.azure.com/Supportability,15ab72f0-1239-430d-95c3-59b5f706c68d,AzureContainers,595,Scheduled media cleanup,3,129,388
https://dev.azure.com/Supportability,15ab72f0-1239-430d-95c3-59b5f706c68d,AzureContainers,634,actlabs,11,915,10065
https://dev.azure.com/Supportability,15ab72f0-1239-430d-95c3-59b5f706c68d,AzureContainers,428,Wiki Content Linting,73,467,34118
https://dev.azure.com/Supportability,d71be795-62a4-4613-9918-217237a648ba,WindowsDirectoryServices,231,BackendService,3,596,1790
https://dev.azure.com/Supportability,669af050-0489-4be3-a6b4-a7cc538cf0f6,AzureStreamAnalytics,164,BackendService,3,210,632
https://dev.azure.com/Supportability,669af050-0489-4be3-a6b4-a7cc538cf0f6,AzureStreamAnalytics,165,Scheduled,3,140,420
https://dev.azure.com/Supportability,1c0227a4-055b-4fa3-9b45-ad3ddbdf0f30,AzureMigrate,106,BackendService,3,284,854
https://dev.azure.com/Supportability,925e376b-69d2-41b2-8f63-81167df95fa1,CSS Azure AI,400,BackendService,3,165,495
https://dev.azure.com/Supportability,925e376b-69d2-41b2-8f63-81167df95fa1,CSS Azure AI,401,Scheduled,3,152,456
https://dev.azure.com/Supportability,925e376b-69d2-41b2-8f63-81167df95fa1,CSS Azure AI,402,Continuous,3,147,441
https://dev.azure.com/Supportability,1775597e-8244-45ac-9b6c-727947639c82,SSIS,294,Scheduled,3,157,473
https://dev.azure.com/Supportability,1775597e-8244-45ac-9b6c-727947639c82,SSIS,295,Continuous,3,166,500
https://dev.azure.com/Supportability,1775597e-8244-45ac-9b6c-727947639c82,SSIS,293,BackendService,3,215,647
https://dev.azure.com/Supportability,eb6305d7-aa10-4314-9796-d008486c53ea,DevCommunity,51,BackendService,3,406,1219
https://dev.azure.com/Supportability,373f52df-6ad7-4169-bff7-f0e642c7e59e,WindowsNetworking,360,Continuous,3,194,583
https://dev.azure.com/Supportability,373f52df-6ad7-4169-bff7-f0e642c7e59e,WindowsNetworking,177,BackendService,3,539,1618
https://dev.azure.com/Supportability,373f52df-6ad7-4169-bff7-f0e642c7e59e,WindowsNetworking,178,Scheduled,3,203,610
https://dev.azure.com/Supportability,78a7ff76-f175-4f9e-8e72-04fdfd3daeaa,HighComplexityLowVolume,141,BackendService,3,163,489
https://dev.azure.com/Supportability,a03b151b-4d52-48bd-9473-8b788f765362,SharePointOnline,302,BackendService,3,350,1052
https://dev.azure.com/Supportability,a03b151b-4d52-48bd-9473-8b788f765362,SharePointOnline,303,Scheduled,3,212,638
https://dev.azure.com/Supportability,a03b151b-4d52-48bd-9473-8b788f765362,SharePointOnline,305,Continuous,3,158,475
https://dev.azure.com/Supportability,3a1ec150-d580-430e-b820-ded549fdd562,TeamsContentAndReadiness,246,BackendService,3,307,922
https://dev.azure.com/Supportability,3a1ec150-d580-430e-b820-ded549fdd562,TeamsContentAndReadiness,247,Scheduled,3,198,596
https://dev.azure.com/Supportability,3a1ec150-d580-430e-b820-ded549fdd562,TeamsContentAndReadiness,248,Continuous,3,213,641
